basic word,probability,word form Word2Vec
acesso,0.011,acesso
acesso,0.006825735688209533,Acesso
acesso,0.006232326865196228,acessar
acesso,0.0061838139295578,aceder
acesso,0.006012976169586182,acessos
acesso,0.0056683941483497615,restrito
acesso,0.005381454348564148,privilegiado
acesso,0.005272233366966248,compartilhamento
acesso,0.00515206104516983,controle
acesso,0.0051188129782676695,acessado
acesso,0.005103608429431915,acessibilidade
acesso,0.005087213218212127,privilégio
acesso,0.005054944366216659,conhecimento
acesso,0.0050303935110569,acessível
acesso,0.004970559775829315,garantido
acesso,0.004963040113449097,negado
mapas,0.011,mapas
mapas,0.007658139824867248,Mapas
mapas,0.007387594580650329,mapa
mapas,0.006722582101821899,gráficos
mapas,0.006103629112243652,desenhos
mapas,0.005745561003684997,relatórios
mapas,0.00562768280506134,textos
mapas,0.005601440370082855,guias
mapas,0.005598436832427978,documentos
mapas,0.005517361640930175,cenários
mapas,0.005486863374710083,roteiros
mapas,0.0053763937056064606,cadernos
mapas,0.005320282429456711,dados
mapas,0.005286835372447968,arquivos
mapas,0.005273409277200699,GPS
mapas,0.005215838521718978,registros
mapas,0.005161305069923401,mapeamento
mapas,0.0051412821412086486,impressos
mapas,0.00511519181728363,manuscritos
mapas,0.005109088361263275,cálculos
mapas,0.0051026039719581605,jogos
mapas,0.005097413182258606,Mapa
mapas,0.0050869850516319275,satélites
mapas,0.005079137563705444,softwares
mapas,0.005067556798458099,códigos
mapas,0.005054178893566131,tabelas
mapas,0.00504945820569992,rotas
mapas,0.005048060357570648,históricos
mapas,0.005028837651014328,planos
mapas,0.005017502427101135,vídeos
mapas,0.004995284378528595,artefatos
mapas,0.004973190575838089,esquemas
mapas,0.00496244478225708,aplicativos
censo,0.011,censo
censo,0.007206741094589233,Censo
censo,0.005258764654397964,IBGE
censo,0.005131856173276901,habitantes
outros,0.011,outros
outros,0.008524892210960387,vários
outros,0.008273268401622772,muitos
outros,0.008248215317726135,tantos
outros,0.0082459716796875,diversos
outros,0.008030491292476653,alguns
outros,0.007857620358467102,inúmeros
outros,0.007553031086921691,estes
outros,0.007482553839683532,esses
outros,0.007352294981479645,mesmos
outros,0.007326836705207824,dois
outros,0.0072620478868484495,próprios
outros,0.00721361231803894,todos
outros,0.007118460953235626,destes
outros,0.006966458737850189,seus
outros,0.006901978731155395,noutros
outros,0.006896921038627624,desses
outros,0.006808656632900238,uns
outros,0.006745364010334014,ambos
outros,0.006718397736549377,numerosos
outros,0.0066359804272651665,Outros
outros,0.006589642286300659,dos
outros,0.00658418333530426,varios
outros,0.006559404969215392,certos
outros,0.006533727049827576,nesses
outros,0.006531893849372863,Alguns
outros,0.006521286725997924,novos
outros,0.006469884991645813,nossos
outros,0.00643873107433319,Muitos
outros,0.006424982070922851,poucos
outros,0.0063815124034881585,aqueles
outros,0.0063685960769653315,daqueles
outros,0.006354698240756988,respectivos
outros,0.006337762117385864,pequenos
outros,0.006311754405498504,Vários
outros,0.00624753075838089,Uns
outros,0.006232861220836639,eles
outros,0.006231995105743408,múltiplos
outros,0.006167509198188781,variados
outros,0.006135640621185302,nestes
outros,0.006085997998714446,únicos
outros,0.006037470638751983,quantos
outros,0.00602352100610733,tipos
outros,0.006022254943847656,determinados
outros,0.006010310292243957,dentre
outros,0.005979619264602661,bons
outros,0.005940935850143433,aos
outros,0.00593785035610199,meus
outros,0.005927071452140807,primeiros
outros,0.0059181139469146726,quaisquer
ibge,0.011,ibge
território,0.011,território
território,0.0077704436779022215,territórios
território,0.0076286250352859495,territorial
território,0.0071221843957901,Território
território,0.0066198940277099605,país
território,0.006484323740005493,continente
território,0.006106005191802978,nacional
território,0.005988071918487548,perímetro
território,0.005927542865276337,ordenamento
território,0.0058311778903007505,império
território,0.005763449132442474,domínio
território,0.005760234475135803,litoral
território,0.005685141444206237,arquipélago
território,0.0055879103541374205,fronteiras
território,0.005583860397338867,município
território,0.005511803030967712,urbano
território,0.005476588994264602,norte
território,0.0054585464596748345,âmbito
território,0.005449505686759949,terreno
