basic word,probability,word form Word2Vec
instituição,0.026,instituição
instituição,0.02075932478904724,Instituição
instituição,0.01794299554824829,entidade
instituição,0.017676694631576537,universidade
instituição,0.0160763041973114,organização
instituição,0.015594765663146971,escola
instituição,0.01559356153011322,fundação
instituição,0.015514959692955016,instituições
instituição,0.015286293745040893,corporação
instituição,0.015016775608062744,institucional
instituição,0.01438539147377014,universitária
instituição,0.014304291486740112,sociedade
instituição,0.014029429912567138,comunidade
instituição,0.014007067441940307,acadêmica
instituição,0.013977136135101318,empresa
instituição,0.013969353437423705,administração
instituição,0.01395615291595459,unidade
instituição,0.013899222373962402,diretoria
instituição,0.013853228211402892,igreja
instituição,0.013686678171157837,constituição
instituição,0.01362331473827362,financeira
instituição,0.013623006343841552,governamental
instituição,0.013500528812408447,Entidade
instituição,0.013406787753105163,educacional
instituição,0.01329865288734436,secretaria
instituição,0.013293018102645873,autarquia
instituição,0.013291093349456787,agência
instituição,0.013266841769218444,pública
instituição,0.013223562717437744,associação
instituição,0.01319626748561859,administrativa
instituição,0.01318181324005127,instituto
instituição,0.013154759764671325,Fundação
instituição,0.013099758625030516,congregação
instituição,0.013053155422210692,bancária
instituição,0.013014858722686767,vinculada
instituição,0.013002837538719177,disciplina
instituição,0.012952834248542785,cooperativa
instituição,0.012803712368011474,jurídica
instituição,0.01279047930240631,estrutura
instituição,0.012759501934051513,Igreja
instituição,0.012756551265716553,pedagógica
instituição,0.012748378038406371,estatal
instituição,0.01266538506746292,privada
instituição,0.012639164566993712,educação
instituição,0.012618990302085875,própria
instituição,0.01261433184146881,católica
instituição,0.012561738193035125,religiosa
instituição,0.012548002243041992,diretora
instituição,0.012539398968219756,biblioteca
instituição,0.012501773297786713,faculdade
ensino,0.022,ensino
ensino,0.015312642097473144,Ensino
ensino,0.014741711616516112,educacional
ensino,0.014455538272857666,educação
ensino,0.013293896317481993,escolas
ensino,0.01297345733642578,escolar
ensino,0.012746047377586363,pedagógico
ensino,0.01261111831665039,aprendizagem
ensino,0.012506106615066528,educacionais
ensino,0.012228481650352478,educativo
ensino,0.012225697755813598,escola
ensino,0.012135881423950194,curso
ensino,0.012076335191726684,universitário
ensino,0.012063484430313109,pedagogia
ensino,0.011832199573516845,alfabetização
ensino,0.01168864345550537,médio
ensino,0.011601979494094848,instituições
ensino,0.0115579617023468,pós-graduação
ensino,0.011548680305480957,aprendizado
ensino,0.011534800171852112,professores
ensino,0.01147010576725006,docente
ensino,0.011435285449028014,colégio
ensino,0.011397397994995116,alunos
ensino,0.011389485597610473,ciências
ensino,0.011277601361274718,fundamental
ensino,0.011199910640716551,curricular
ensino,0.011188806533813475,secundário
ensino,0.011182362794876098,estudantes
ensino,0.011140482425689697,didático
ensino,0.011134359955787657,aluno
ensino,0.011114016413688659,acadêmico
ensino,0.011093894481658935,universidades
ensino,0.01107858896255493,pedagógica
ensino,0.011054040074348449,escolares
ensino,0.011052512407302855,estudante
ensino,0.011003585100173949,superior
ensino,0.011001399159431456,cursos
ensino,0.010987859964370726,docentes
ensino,0.01093670868873596,professor
ensino,0.010905628204345702,matemática
ensino,0.0108859344124794,licenciatura
ensino,0.010751883268356322,pedagógicas
ensino,0.01072402399778366,disciplinas
ensino,0.010626484751701354,primário
ensino,0.010603561878204345,letivo
ensino,0.010597539067268371,aulas
ensino,0.010527508318424224,universidade
ensino,0.010502860426902771,graduação
ensino,0.010484984755516052,escolaridade
ensino,0.01043543130159378,instituição
superior,0.02099999874830246,superior
superior,0.018073601245880127,inferior
superior,0.013725824832916261,superiores
superior,0.012408763647079468,igual
superior,0.012014666676521303,médio
superior,0.011972200334072114,inferiores
superior,0.01193545299768448,equivalente
superior,0.01133516013622284,Superior
superior,0.011199260830879212,nível
superior,0.010616843461990357,elevado
superior,0.0105287264585495,acima
superior,0.010503422141075134,ensino
superior,0.010342490136623384,mínimo
superior,0.010322263956069947,elevada
superior,0.010263748347759248,menor
superior,0.00999985107779503,frontal
superior,0.009973904013633728,correspondente
superior,0.009870279103517532,semelhante
superior,0.009755500942468643,dobro
superior,0.00972238290309906,similar
superior,0.00967897716164589,intermediário
superior,0.009617996335029603,alto
superior,0.00956632000207901,baixo
superior,0.009544252574443818,graduação
superior,0.009513144761323929,mínima
superior,0.009467945337295532,exigido
formação,0.02,formação
formação,0.013711401224136353,Formação
formação,0.013191907405853272,qualificação
formação,0.012865480184555054,capacitação
formação,0.012378811836242676,estruturação
formação,0.011932196617126465,formações
formação,0.011646603345870973,especialização
formação,0.011610314846038819,continuada
formação,0.011303666830062866,educação
formação,0.01117178201675415,formar
formação,0.0111464262008667,constituição
formação,0.01100752830505371,atuação
formação,0.010953850746154785,vivência
formação,0.010868749618530274,inserção
formação,0.01083967924118042,acadêmica
formação,0.01080608606338501,preparação
formação,0.01076275110244751,consolidação
formação,0.010603466033935548,experiência
formação,0.010575097799301148,valorização
formação,0.010483572483062744,concepção
formação,0.010454469919204712,profissional
formação,0.01038022518157959,formados
formação,0.010369598865509033,aprendizagem
formação,0.01035783886909485,participação
formação,0.010330405235290527,orientação
